n,z,halflife(Seconds),d-halflife
47,31,5.09,0.04999999999999982
47,32,18.98,0.030000000000001137
47,33,15.2,0.1999999999999993
47,34,1107,7.2000000000000455
47,35,127015.19999999998,25.199999999989814
47,36,STABLE,
47,37,2835648,6048
47,38,5602953.600000001,604.8000000002794
47,39,53064,72
47,40,6048,36
47,41,873,6.599999999999966
47,42,126.6,6
47,43,8.7,0.1999999999999993
47,44,8,0.40000000000000036
47,45,5.7,0.09999999999999964
47,46,1,0.09000000000000002
47,47,0.026000000000000002,0.0175
48,27,0.0265,0.0011999999999999997
48,28,0.2347,0.00269999999999998
48,29,0.4681,0.0020000000000000018
48,30,1.47,0.1499999999999999
48,31,2.847,0.0030000000000001137
48,32,29.5,0.3999999999999986
48,33,33.3,0.7999999999999972
48,34,STABLE,
48,35,8546.4,14.400000000000546
48,36,STABLE,
48,37,STABLE,
48,38,STABLE,
48,39,287280,1080
48,40,7205760.000000001,25919.999999999534
48,41,7307.999999999999,252
48,42,20016,323.9999999999982
48,43,188.4,1.2000000000000028
48,44,219,2.999999999999986
48,45,12.2,0.6999999999999993
48,46,9.6,0.1999999999999993
48,47,1.75,0.1200000000000001
48,48,1.03,0.22499999999999998
49,27,0.0217,0.00345
49,28,0.1584,0.004150000000000015
49,29,0.335,0.01100000000000001
49,30,0.746,0.04200000000000004
49,31,1.9,0.10000000000000009
49,32,7.6,0.5999999999999996
49,33,19.1,0.5
49,34,1335,2.3999999999998636
49,35,1905.6000000000001,4.7999999999999545
49,36,338897066.40000004,441806.39999997616
49,37,1610668.8,1555.2000000000698
49,38,STABLE,
49,39,9212486.4,1814.4000000003725
49,40,282276,432
49,41,52560,180.00000000000364
49,42,929.4,0.5999999999999659
49,43,255,9.000000000000014
49,44,59.7,0.6000000000000014
49,45,66,6
49,46,5,3
49,47,4.4,0.05999999999999961
49,48,1.1,0.07000000000000006
49,49,0.032,0.0215
50,27,0.013000000000000001,0.0037999999999999996
50,28,0.1222,0.005099999999999993
50,29,0.241,0.0031999999999999945
50,30,0.5619,0.0030000000000000027
50,31,1.217,0.004999999999999893
50,32,4.56,0.2599999999999998
50,33,13.4,0.40000000000000036
50,34,195.6,6
50,35,174,3.6000000000000085
50,36,STABLE,
50,37,1568412720000000000,9467280000000000
50,38,STABLE,
50,39,STABLE,
50,40,STABLE,
50,41,21459168000,4102488000
50,42,STABLE,
50,43,9900,180
50,44,3108,36.00000000000023
50,45,301.2,5.999999999999972
50,46,122,2
50,47,25.5,0.3000000000000007
50,48,9.2,0.3000000000000007
50,49,3,0.7999999999999998
50,50,1.16,0.19999999999999996
51,28,0.043000000000000003,0.008049999999999998
51,29,0.17,0.08000000000000002
51,30,0.3035,0.002899999999999986
51,31,0.599,0.0020000000000000018
51,32,1.85,0.06000000000000005
51,33,4.02,0.030000000000000027
51,34,32.9,0.29999999999999716
51,35,55.1,0.3999999999999986
51,36,4578,30
51,37,1066.3799999999999,0.6599999999999682
51,38,4368643.2,2160
51,39,230590.8,71.99999999998545
51,40,STABLE,
51,41,1095048720000000,75738240000000
51,42,126230400000,25246080000
51,43,17580,60
51,44,5914.8,46.79999999999973
51,45,594,6
51,46,186,5.3999999999999915
51,47,47.5,0.29999999999999716
51,48,16,3
51,49,5.8,0.20000000000000018
51,50,1.7,0.30000000000000004
52,28,0.024,0.021500000000000002
52,30,0.228,0.010000000000000009
52,31,0.30810000000000004,0.0010000000000000009
52,32,0.954,0.014000000000000012
52,33,2.021,0.01200000000000001
52,34,14.3,0.3000000000000007
52,35,55.65,0.13000000000000256
52,36,10170,68.40000000000055
52,37,919.2,6
52,38,912014640,946728.0000000596
52,39,5055264,5184
52,40,STABLE,
52,41,STABLE,
52,42,STABLE,
52,43,72000,360
52,44,STABLE,
52,45,1842,36.000000000000114
52,46,1062,18
52,47,124,3
52,48,49.1,0.5
52,49,15.1,0.3000000000000007
52,50,3.8,0.20000000000000018
53,30,0.117,0.020000000000000004
53,31,0.085,0.010000000000000002
53,32,0.503,0.018000000000000016
53,33,0.945,0.008000000000000007
53,34,5.5,0.13999999999999968
53,35,16.34,0.0799999999999983
53,36,189,2.4000000000000057
53,37,158,5
53,38,34740,216
53,39,12744,36
53,40,50807736000000,1577880000000
53,41,640619280000,50492160000
53,42,STABLE,
53,43,369792,6048.000000000029
53,44,244512,19872
53,45,523.2,7.199999999999932
53,46,1284,11.999999999999886
53,47,120.6,5.3999999999999915
53,48,81.60000000000001,3
53,49,23.3,0.10000000000000142
53,50,7,0.20000000000000018
53,51,0.44,0.12999999999999998
53,52,6.2e-7,6.999999999999997e-8
54,31,0.092,0.0040000000000000036
54,32,0.226,0.02099999999999999
54,33,0.484,0.04000000000000001
54,34,1.53,0.06000000000000005
54,35,4.357,0.02200000000000024
54,36,32.32,0.09000000000000341
54,37,58.2,0.29999999999999716
54,38,9576,144
54,39,36648,288
54,40,STABLE,
54,41,3023222.4,518.3999999999069
54,42,STABLE,
54,43,132857496000000,5049216000000
54,44,STABLE,
54,45,1391040.0000000002,17279.999999999884
54,46,313632,7776
54,47,666,18.000000000000057
54,48,330,30
54,49,65,7
54,50,20.8,0.5
54,51,1.22,0.1100000000000001
54,52,0.00007,0.000017
55,31,0.043000000000000003,0.018000000000000002
55,32,0.14,
55,33,0.2,
55,34,0.43,0.04999999999999999
55,35,1.92,0.020000000000000018
55,36,8.57,0.03999999999999915
55,37,4.492,0.019999999999999574
55,38,445.79999999999995,1.8000000000000398
55,39,1122,6.000000000000114
55,40,5532364.8,518.3999999999069
55,41,84060,180.00000000000728
55,42,STABLE,
55,43,132541920000000,9467280000000
55,44,STABLE,
55,45,74880,360.0000000000073
55,46,30492.000000000004,216.00000000000182
55,47,774,18.000000000000057
55,48,438,5.999999999999972
55,49,108,1.8000000000000043
55,50,32.7,0.5
55,51,0.6,0.20000000000000004
55,52,0.0031000000000000003,0.00010000000000000005
55,53,0.036000000000000004,0.006000000000000002
55,54,0.013000000000000001,0.002
56,32,3.0000000000000004e-7,
56,34,0.195,0.07999999999999999
56,35,0.543,0.0040000000000000036
56,36,1.84,0.008000000000000007
56,37,5.84,0.019999999999999574
56,38,75.3,0.20000000000000284
56,39,618,5.999999999999943
56,40,7.416036e+26,6.627096000000003e+25
56,41,4326,42.000000000000455
56,42,STABLE,
56,43,6661809360000,37869120000
56,44,STABLE,
56,45,104140080,9467279.999999993
56,46,STABLE,
56,47,3942,42.00000000000023
56,48,3462,60
56,49,304.20000000000005,4.200000000000017
56,50,115,5
56,51,4,0.20000000000000018
56,52,2.1,0.10000000000000009
56,53,0.0000935,2.9999999999999374e-7
56,54,0.093,0.0030000000000000027
57,32,3.0000000000000004e-7,
57,34,0.27,0.04999999999999999
57,35,0.314,0.016000000000000014
57,36,1.286,0.010000000000000009
57,37,2.702,0.004999999999999893
57,38,23.9,0.14000000000000057
57,39,5.34,0.04999999999999982
57,40,60296.399999999994,28.799999999995634
57,41,2.86,0.06000000000000005
57,42,237513.6,86.40000000000873
57,43,15.46,0.1899999999999995
57,44,STABLE,
57,45,17910720,146879.99999999814
57,46,1468022.4,1641.5999999998603
57,47,4152,60
57,48,3330,24
57,49,372,5.999999999999972
57,50,174,2.999999999999986
57,51,7.4,0.2999999999999998
57,52,4.6,0.2999999999999998
57,53,0.65,0.020000000000000018
57,54,0.81,0.19999999999999996
57,55,0.00049,0.00003000000000000005
58,35,0.10200000000000001,0.010000000000000002
58,36,0.212,0.0049999999999999906
58,37,0.3777,0.0007999999999999952
58,38,1.07,0.010000000000000009
58,39,3.75,0.029999999999999805
58,40,30.7,0.3999999999999986
58,41,15,0.1999999999999993
58,42,2.3037048e+26,1.262303999999999e+25
58,43,841.1999999999999,0.5999999999999659
58,44,STABLE,
58,45,STABLE,
58,46,STABLE,
58,47,3567456,6048
58,49,1944,17.999999999999886
58,50,618,4.800000000000011
58,51,17,0.6999999999999993
58,52,18.6,0.8000000000000007
58,53,2.5,0.20000000000000018
58,54,2.7,0.7999999999999999
58,55,0.0000177,3.9999999999999786e-7
58,56,0.43,0.22499999999999998
59,35,0.07,0.019999999999999997
59,36,0.114,0.0030000000000000027
59,37,0.203,0.0030000000000000027
59,38,0.429,0.0050000000000000044
59,39,0.548,0.0020000000000000018
59,40,2.1,0.10000000000000009
59,41,1.5,0.19999999999999996
59,42,876.5999999999999,1.8000000000000114
59,43,5.28,0.15000000000000036
59,44,3390940.8,1123.1999999999534
59,45,42.3,0.3999999999999986
59,46,STABLE,
59,47,1437.6000000000001,2.3999999999999773
59,48,23400,72
59,49,3480,72
59,50,1080,12
59,51,23,0.3999999999999986
59,52,19.3,0.3999999999999986
59,53,3.34,0.08000000000000007
59,54,2.74,0.08000000000000007
59,55,0.57,0.020000000000000018
59,56,0.45,0.04999999999999999
60,35,1.5000000000000002e-7,
60,36,0.08,0.006000000000000005
60,37,0.1691,0.0005999999999999894
60,38,0.653,0.0020000000000000018
60,39,1.484,0.006999999999999895
60,40,7.1,0.40000000000000036
60,41,7.1,0.2999999999999998
60,42,678,11.999999999999943
60,43,54.2,0.7999999999999972
60,44,STABLE,
60,45,127296,216.00000000000728
60,46,STABLE,
60,47,STABLE,
60,49,15001.199999999999,64.79999999999927
60,50,14796.000000000002,359.9999999999991
60,51,75,1
60,52,120,12
60,53,6.6,0.20000000000000018
60,54,10,0.40000000000000036
60,55,1.4,0.8000000000000002
60,56,1.3,0.19999999999999996
60,57,0.0235,0.0026000000000000016
61,35,1.5000000000000002e-7,
61,36,0.063,0.004
61,37,0.10200000000000001,0.003999999999999997
61,38,0.269,0.0010000000000000009
61,39,0.735,0.007000000000000006
61,40,2.3,0.10000000000000009
61,41,4.3,0.40000000000000013
61,42,67.5,1.5
61,43,1098,18
61,44,15984.000000000002,71.99999999999818
61,45,30.07,0.3500000000000014
61,46,205124400000000,9467280000000
61,47,142.92000000000002,0.6600000000000108
61,48,39864960,103680
61,49,17640,359.9999999999982
61,50,2118,36.00000000000023
61,51,53.5,0.6000000000000014
61,52,102,12
61,53,2.1,0.20000000000000007
61,54,18,4
61,55,0.7,0.040000000000000036
61,56,1.75,0.07000000000000006
62,36,0.046,0.008
62,37,0.054,0.004
62,38,0.202,0.0030000000000000027
62,39,0.45,0.020000000000000018
62,40,2.9,0.20000000000000018
62,41,1.5,0.19999999999999996
62,42,60,2
62,43,456,5.999999999999972
62,44,32123520,155520.00000000186
62,45,1302,23.999999999999886
62,46,STABLE,
62,47,STABLE,
62,48,STABLE,
62,49,242326.08,34.55999999999767
62,51,400.2,4.200000000000017
62,52,912,41.99999999999994
62,53,78,12
62,54,59,2
62,55,8.4,0.5999999999999996
62,56,5.5,0.20000000000000018
62,59,0.01,0.0045000000000000005
63,36,0.013000000000000001,0.02
63,37,0.051000000000000004,0.008
63,38,0.11800000000000001,0.0029999999999999957
63,39,0.36,0.03999999999999998
63,40,1.32,0.1100000000000001
63,41,4.9,0.2999999999999998
63,42,35.6,1.6000000000000014
63,43,35.6,0.6000000000000014
63,44,225,3
63,45,16.8,0.5
63,46,49324.32,8.639999999999418
63,47,24.6,0.1999999999999993
63,48,STABLE,
63,49,892.8000000000001,10.199999999999989
63,50,9943776,2592
63,51,209.4,1.799999999999983
63,52,348,12
63,53,2.91,0.1499999999999999
63,54,61,2
63,55,14,2
63,56,5.4,0.2999999999999998
63,57,2.8,0.20000000000000018
63,58,1.1,0.10000000000000009
63,59,0.5,
64,36,0.007,0.007000000000000001
64,37,0.032,0.004999999999999999
64,38,0.069,0.005999999999999998
64,39,0.23,0.01999999999999999
64,40,0.87,0.05999999999999994
64,41,2.95,0.06000000000000005
64,42,8.73,0.11999999999999922
64,43,21.2,0.1999999999999993
64,44,273,3
64,45,80,2
64,46,STABLE,
64,47,643680,864
64,48,STABLE,
64,49,STABLE,
64,50,STABLE,
64,51,1926,18
64,52,8964,144
64,53,133.20000000000002,2.4000000000000057
64,54,228,54
64,55,43,0.20000000000000284
64,56,24,2
64,57,5.3,0.20000000000000018
64,59,0.8,
65,37,0.037,0.002999999999999999
65,38,0.053,0.009999999999999998
65,39,0.197,0.0040000000000000036
65,40,0.67,0.028000000000000025
65,41,1.02,0.050000000000000044
65,42,3.5,0.5
65,43,5.17,0.07000000000000028
65,44,34.5,1
65,45,28.5,1.5
65,46,1404,11.999999999999886
65,47,11268,28.800000000000182
65,48,2.524608e+23,8.204975999999992e+21
65,49,71.9,0.09999999999999432
65,50,STABLE,
65,51,948,48.00000000000006
65,52,3720,120
65,53,822,30
65,54,348,18
65,55,61.3,1.1000000000000014
65,56,29.7,1.5
65,57,8.6,0.5
65,58,3.8,0.20000000000000018
65,59,1.2,0.19999999999999996
65,60,0.65,0.15000000000000002
66,37,0.023,0.011000000000000003
66,38,0.053,0.005000000000000001
66,39,0.095,0.009000000000000001
66,40,0.18,0.008999999999999994
66,41,0.3,0.009000000000000008
66,42,1.09,0.020000000000000018
66,43,0.86,0.040000000000000036
66,44,11.6,0.5999999999999996
66,45,11,1
66,46,75744,612.0000000000073
66,47,19332,180
66,49,1.39169016e+22,788940000000000100000
66,50,STABLE,
66,51,10080,35.99999999999909
66,52,518400,1727.9999999999418
66,53,1146,23.999999999999886
66,54,2400,60
66,55,155,4
66,56,117,9
66,57,17,3
66,58,6,2
66,59,3.3,0.7000000000000002
67,38,0.039,0.0049999999999999975
67,39,0.079,0.0075
67,40,0.146,0.00399999999999999
67,41,0.198,0.006000000000000005
67,42,0.66,0.044999999999999984
67,43,0.92,0.030000000000000027
67,44,2.12,0.06999999999999984
67,45,3.6,0.30000000000000027
67,46,93,5
67,47,4.6,0.09999999999999964
67,48,192456,180
67,49,14.1,0.02999999999999936
67,50,STABLE,
67,51,216,6
67,52,57780,180.00000000000364
67,53,4896,12.000000000000455
67,54,2406,120
67,55,21.18,0.19000000000000128
67,56,162,23.999999999999986
67,57,29.21,0.1700000000000017
67,58,9.7,0.3000000000000007
67,59,3.14,0.2200000000000002
67,60,1.8,0.40000000000000013
67,61,1,0.30000000000000004
67,62,0.55,0.09999999999999998
67,63,0.0009000000000000001,0.00039000000000000005
68,38,0.02,0.0075
68,39,0.0035,0.003
68,40,0.07740000000000001,0.0022000000000000006
68,41,0.106,0.009000000000000001
68,42,0.296,0.017000000000000015
68,43,0.35000000000000003,0.02099999999999999
68,44,1.75,0.07000000000000006
68,45,2.8,0.1200000000000001
68,46,145.2,3.6000000000000085
68,47,1200,30
68,48,1.0414008e+27,1.262304e+26
68,49,2592,17.999999999999773
68,50,STABLE,
68,51,137484,792
68,52,STABLE,
68,53,7632,35.999999999999545
68,54,72360,360.0000000000073
68,55,352.8,1.8000000000000114
68,56,660,30
68,57,64.8,1.2000000000000028
68,58,51,0.29999999999999716
68,59,4.2,0.2999999999999998
68,60,5,
68,61,2.4,0.8999999999999999
68,63,0.0178,0.001899999999999999
69,39,0.03,0.005000000000000001
69,40,0.056,0.0030000000000000027
69,41,0.08600000000000001,0.005999999999999998
69,42,0.186,0.009000000000000008
69,43,0.271,0.015000000000000013
69,44,0.8,0.050000000000000044
69,45,1.85,0.050000000000000044
69,46,25,2
69,47,237,5
69,48,8964,144
69,49,5,0.5
69,50,STABLE,
69,51,953.4000000000001,2.3999999999999204
69,52,1656288.0000000002,3455.9999999998836
69,53,217.79999999999998,3.6000000000000085
69,54,7488,72
69,55,30.9,0.3999999999999986
69,56,198,17.999999999999986
69,57,54,2
69,58,34,2
69,59,2.85,0.08999999999999986
69,60,6.7,0.40000000000000036
69,61,2.6,0.20000000000000018
69,62,1.2,0.19999999999999996
70,39,0.025,0.004999999999999999
70,40,0.0375,0.0019999999999999983
70,41,0.051000000000000004,0.005500000000000001
70,42,0.12,0.012000000000000004
70,43,0.152,0.007999999999999993
70,44,0.52,0.05000000000000002
70,45,0.99,0.050000000000000044
70,46,11.8,0.40000000000000036
70,47,72.8,1.3500000000000014
70,48,3018,12.000000000000227
70,49,144,6
70,50,STABLE,
70,51,STABLE,
70,52,STABLE,
70,53,47604.6,6.8399999999965075
70,54,5.049216e+21,
70,55,2802,6.000000000000227
70,56,6000,120
70,57,306,5.999999999999972
70,58,235.8,1.1999999999999886
70,59,30,4
70,60,21,3
70,61,6.3,0.7999999999999998
70,62,4,0.2999999999999998
70,65,0.00094,0.00017500000000000008
71,40,0.024,0.005000000000000001
71,41,0.033,0.0075000000000000015
71,42,0.08,0.0020000000000000018
71,43,0.1,0.019999999999999997
71,44,0.318,0.019000000000000017
71,45,0.68,0.05999999999999994
71,46,4.3,0.2999999999999998
71,47,3.76,0.1499999999999999
71,48,161.4,1.2000000000000028
71,49,3.08,0.08000000000000007
71,50,97308,144
71,51,235336.32,17.279999999998836
71,53,360806.4,25.920000000012806
71,54,60839.99999999999,719.9999999999964
71,55,98.39999999999999,1.2000000000000028
71,56,762,24.000000000000057
71,57,310.79999999999995,8.400000000000006
71,58,210,18
71,59,40,4
71,60,25.4,0.8999999999999986
71,61,6.2,0.6000000000000005
71,62,2.89,0.16000000000000014
71,63,0.5,0.19999999999999998
71,64,1.1,0.19999999999999996
72,40,0.03,0.019999999999999997
72,41,0.032,0.004000000000000002
72,42,0.058,0.0019999999999999983
72,43,0.078,0.0020000000000000018
72,44,0.20400000000000001,0.0059999999999999915
72,45,0.44,0.03999999999999998
72,46,1.9,0.10000000000000009
72,47,6,0.5
72,48,50.8,0.21000000000000085
72,49,23.1,0.6000000000000014
72,50,STABLE,
72,51,STABLE,
72,52,STABLE,
72,53,5132764.8,864
72,54,STABLE,
72,55,22500,360
72,56,209952,4319.999999999985
72,57,696,11.999999999999943
72,58,1374,30
72,59,90.6,1.1999999999999957
72,60,94,8
72,61,13.5,2.0999999999999996
72,62,9.5,0.8000000000000007
72,63,1.5,0.19999999999999996
72,64,2.0000000000000002e-7,
73,41,0.017,0.004999999999999999
73,42,0.0455,0.0019999999999999983
73,43,0.057,0.002999999999999999
73,44,0.151,0.0030000000000000027
73,45,0.266,0.02150000000000002
73,46,0.92,0.010000000000000009
73,47,1.23,0.040000000000000036
73,48,13.5,0.3000000000000007
73,49,1.5,0.30000000000000004
73,50,11162879.999999998,34560.00000000093
73,51,5201280,2592
73,52,STABLE,
73,53,1117152,4320
73,54,3140294.4,259.19999999995343
73,55,219.60000000000002,1.2000000000000028
73,56,8028,396
73,57,522,5.999999999999943
73,58,618,18.000000000000057
73,59,96,18.000000000000007
73,60,70,10
73,61,5,
73,62,10.3,0.5
73,63,3.3,0.2999999999999998
73,64,2.2,0.20000000000000018
73,65,2.0000000000000002e-7,
73,66,0.6,0.20000000000000004
73,67,0.006,0.0030000000000000005
74,41,0.023,0.008
74,42,0.032,0.004000000000000002
74,43,0.0445,0.002999999999999999
74,44,0.123,0.04150000000000001
74,45,0.171,0.018000000000000002
74,46,0.492,0.033
74,47,0.78,0.020000000000000018
74,48,5.24,0.03000000000000025
74,49,6.17,0.04999999999999982
74,51,87053533.05600001,7889.39999999851
74,52,STABLE,
74,53,STABLE,
74,54,STABLE,
74,55,115416.00000000001,216.00000000000728
74,56,STABLE,
74,57,3540,120
74,58,12636,395.9999999999991
74,59,390,18
74,60,510,90
74,61,49,3
74,62,47,2
74,63,11,2
74,64,4.7,0.9000000000000001
74,65,1.6,0.19999999999999996
74,67,0.0040999999999999995,0.0002999999999999997
75,42,0.022,0.004999999999999999
75,43,0.03,0.004
75,44,0.0695,0.0020000000000000018
75,45,0.136,0.013499999999999998
75,46,0.28500000000000003,0.023999999999999994
75,47,0.529,0.013000000000000012
75,48,2.1,0.020000000000000018
75,49,3.12,0.08999999999999986
75,50,832896,2591.999999999942
75,51,1067040,5184
75,52,33660,252
75,53,1499.3999999999999,1.2000000000000455
75,54,STABLE,
75,55,1752.6000000000001,2.3999999999999773
75,56,993600,5184
75,57,17280,720
75,58,5820,240
75,59,660,
75,60,744,36
75,61,107,6
75,62,45,1
75,63,12.1,0.5999999999999996
75,64,5.8,0.9000000000000004
75,65,2,0.5
75,66,0.9,0.20000000000000007
75,67,0.4,0.09999999999999998
75,69,0.0000018999999999999998,8.5e-7
76,42,0.019,0.005500000000000001
76,43,22,
76,44,0.045,0.0019999999999999983
76,45,0.151,0.0625
76,46,0.17500000000000002,0.016
76,47,0.3,0.0050000000000000044
76,48,1.25,0.020000000000000018
76,49,2.36,0.040000000000000036
76,50,7258248000000,441806400000
76,51,332640,4320
76,52,7.6053816000000005e+31,1.2307464000000007e+31
76,53,495454320000000,12623040000000
76,54,STABLE,
76,55,837129.6,1382.4000000000233
76,57,14083.199999999999,28.800000000000182
76,58,273024,3456
76,59,1440,60
76,60,3039,19.799999999999955
76,61,144,6
76,62,186,12.000000000000014
76,63,17.9,0.6000000000000014
76,64,15.8,0.39999999999999947
76,65,3.5,0.20000000000000018
76,66,2.3,0.29999999999999993
76,68,2.0000000000000002e-7,
76,69,0.0000031699999999999997,2.000000000000002e-7
77,43,0.021,0.005000000000000001
77,44,0.029,0.002
77,46,0.108,0.0020000000000000018
77,47,0.191,0.027999999999999997
77,48,0.68,0.040000000000000036
77,49,1.53,0.010000000000000009
77,50,7560,144
77,51,32580.000000000004,143.99999999999636
77,52,4194,17.999999999999545
77,53,44496,36
77,54,STABLE,
77,55,559872,518.4000000000233
77,56,332964237.6,347133.59999999404
77,57,387,9.600000000000023
77,58,63720,1080.0000000000036
77,59,786,6
77,60,2310,90
77,61,10,2
77,62,154.2,6
77,63,1.51,0.020000000000000018
77,64,14,4
77,65,0.597,0.017000000000000015
77,66,5.6,1
77,67,0.7,0.09999999999999998
77,68,1,0.30000000000000004
77,69,0.068,0.0030000000000000027
78,43,22,
78,44,0.025,0.0010000000000000009
78,45,0.042,0.004
78,46,0.038,0.028499999999999998
78,47,0.159,0.008000000000000007
78,48,0.515,0.017000000000000015
78,49,1.09,0.010000000000000009
78,50,3544.2,8.399999999999864
78,51,15717.599999999999,93.59999999999945
78,52,9.46728e+31,
78,53,693377.28,51.84000000002561
78,54,STABLE,
78,55,STABLE,
78,56,STABLE,
78,57,70200,720
78,59,4608,108
78,60,18144,324
78,61,249.00000000000003,2.999999999999986
78,62,889.2,7.199999999999932
78,63,40.7,0.7000000000000028
78,64,70.2,0.5999999999999943
78,65,12,1
78,66,9.1,0.40000000000000036
78,67,2.4,0.10000000000000009
78,68,1.7,0.6
78,69,0.58,0.030000000000000027
79,44,0.019,0.002
