n,z,halflife(Seconds),d-halflife
110,74,STABLE,
110,75,STABLE,
110,76,6.31152e+22,3.4713359999999997e+22
110,77,37800,1080
110,78,881279.9999999999,25920.00000000006
110,79,1722,18
110,80,1200,30
110,81,313.2,9.600000000000023
110,82,210,6
110,83,63.6,2.9999999999999964
110,84,0.392,0.0040000000000000036
110,85,0.29,0.01999999999999999
110,86,0.0044,0.0010999999999999998
110,87,0.0006,0.0016500000000000002
111,71,120,12
111,72,3664.8,7.2000000000000455
111,73,31319.999999999996,359.9999999999982
111,74,6488639.999999999,25919.999999999534
111,75,321287.04,43.20000000001164
111,76,STABLE,
111,77,149400,1800
111,78,39132,431.99999999999636
111,79,2568,60
111,80,2940,600
111,81,576,24
111,82,348,12
111,83,95,3
111,84,4.64,0.08999999999999986
111,85,0.388,0.007000000000000006
111,86,0.054,0.005999999999999998
111,87,0.015,0.003000000000000001
112,71,58,4
112,72,14832,179.9999999999991
112,73,2964,90
112,75,1366444080000000000,22090320000000000
112,76,STABLE,
112,77,1140480,8640
112,78,20512440000000000000,946728000000000000
112,79,11448,288
112,80,17460,720.0000000000018
112,81,1296,48.000000000000114
112,82,642,35.99999999999994
112,83,183,4
112,84,5.8,0.20000000000000018
112,85,0.388,0.006000000000000005
112,86,0.065,0.0030000000000000027
112,87,0.0045000000000000005,0.0021999999999999997
113,71,19,2
113,72,210,35.999999999999986
113,73,630,18
113,74,86400,14.400000000008731
113,75,61210.8,10.799999999999272
113,76,STABLE,
113,77,1017792,8639.999999999942
113,78,244512,1728
113,79,17784,323.9999999999982
113,80,13680,539.9999999999991
113,81,1980,30
113,82,900,
113,83,308,12
113,84,84,16
113,85,4.2,0.20000000000000018
113,86,0.59,0.030000000000000027
113,87,0.049,0.004
113,88,0.0016,0.004200000000000001
114,72,156,72.00000000000001
114,73,138,36.00000000000001
114,74,6028992,4320
114,75,87480,1439.9999999999927
114,76,STABLE,
114,77,STABLE,
114,78,STABLE,
114,79,63539.99999999999,539.9999999999964
114,80,14011574400,2429935200
114,81,4176,180.00000000000023
114,82,2220,180
114,83,559.8,30
114,84,105.6,1.4400000000000048
114,85,6.92,0.1299999999999999
114,86,1.03,0.15499999999999997
114,87,0.062,0.005000000000000001
114,88,0.0038,0.0010499999999999997
115,72,2.7e-7,8.000000000000003e-8
115,73,19.6,2
115,74,642,30
115,75,186,18.000000000000014
115,76,1330560,8640
115,77,6378825.6,950.3999999994412
115,78,1577880000,189345600
115,79,136872,360.00000000001455
115,80,37908,107.99999999999636
115,81,6624,108
115,82,486,102.00000000000003
115,83,618,18.000000000000057
115,84,328.2,9
115,85,43,1
115,86,7,0.40000000000000036
115,87,0.372,0.01200000000000001
115,88,0.031,0.013000000000000001
116,74,1800,90
116,75,588,30
116,76,STABLE,
116,77,STABLE,
116,78,STABLE,
116,79,16071264,5184.000000000931
116,80,STABLE,
116,81,10224,144
116,82,2.4,
116,83,1620,60
116,84,690.6,4.800000000000011
116,85,85.2,1.5999999999999943
116,86,9.7,0.09999999999999964
116,87,0.55,0.010000000000000009
116,88,0.057,0.008
116,89,0.02,0.053000000000000005
117,73,5.3,0.7000000000000002
117,75,16,1
117,76,108396,36.000000000007276
117,77,69408,467.9999999999927
117,78,STABLE,
117,79,532820.16,51.84000000002561
117,80,230904,180
117,81,19080,1800
117,82,5400,600
117,83,2184,30
117,84,936,6
117,85,184,1
117,86,44,2
117,87,1.8,0.30000000000000004
117,88,0.21,0.05
117,89,0.022,0.006999999999999999
118,76,189345600,6311520
118,77,8244,612
118,78,STABLE,
118,79,STABLE,
118,80,STABLE,
118,81,26712,288
118,82,77400,1440
118,83,6180,180
118,84,2676,24
118,85,444,12.000000000000028
118,86,74.5,1.4000000000000057
118,87,3.97,0.039999999999999813
118,88,0.24,0.020000000000000004
118,89,0.027,0.008499999999999999
118,90,0.0017,0.0011500000000000002
119,73,2.2,0.7000000000000002
119,75,5,1
119,76,540,
119,77,52,1
119,78,71609.40000000001,6.8399999999965075
119,79,232770.24000000002,17.279999999998836
119,80,STABLE,
119,81,93960,360.0000000000073
119,82,33588,108
119,83,6156,144
119,84,2202,30
119,85,547.1999999999999,6.599999999999966
119,86,170,4
119,87,16,
119,88,1.35,0.17499999999999993
119,89,0.095,0.020000000000000004
119,90,0.0025,0.0012000000000000003
120,75,6,1
120,76,2094,12.000000000000227
120,77,348,30
120,78,STABLE,
120,79,271209.6,604.7999999999884
120,80,STABLE,
120,81,262837.44,146.88000000000466
120,82,1656774000000,88361280000
120,83,42336,180
120,84,12668.4,43.19999999999982
120,85,1614,48.000000000000114
120,86,340.2,10.199999999999989
120,87,14.8,0.09999999999999964
120,88,1.3,0.19999999999999996
120,89,0.087,0.010500000000000002
120,90,0.016,0.004
121,75,3,1.5
121,76,168,36.000000000000014
121,77,8,1
121,78,1848,12.600000000000023
121,79,2904,17.999999999999773
121,80,STABLE,
121,81,1063584,6912
121,82,186912,108
121,83,40392,360
121,84,6264,288
121,85,1836,48.000000000000114
121,86,555,10.200000000000045
121,87,59.1,0.29999999999999716
121,88,4.6,0.20000000000000018
121,89,0.35,0.04999999999999999
121,90,0.037,0.0195
121,91,0.0050999999999999995,0.004
122,77,6,4.5
122,78,45360,1080.0000000000036
122,79,1560,48
122,80,STABLE,
122,81,STABLE,
122,82,4.418064e+24,
122,83,1322784,3455.9999999998836
122,84,760320.0000000001,8639.999999999942
122,85,6516,108
122,86,1461,8.399999999999977
122,87,50.5,0.7000000000000028
122,88,3.7,0.20000000000000018
122,89,0.21,0.03
122,90,0.0317,0.0013000000000000008
122,91,0.0053,0.0028000000000000004
123,76,5,3
123,78,150,6
123,79,28.4,1.1999999999999993
123,80,4025721.6,1036.8000000000466
123,81,119382400.8,378691.200000003
123,82,545946480000000,22090320000000
123,83,539395.2000000001,259.20000000001164
123,84,20880,71.99999999999818
123,85,5868,108.00000000000045
123,86,1728,60
123,87,190.8,3.5999999999999943
123,88,13,2
123,89,0.93,0.050000000000000044
123,90,0.14400000000000002,0.021000000000000005
123,91,0.017,0.003
124,76,6,3.5
124,78,158400,54000
124,79,60,6
124,80,STABLE,
124,81,STABLE,
124,82,STABLE,
124,83,995642280,1262304
124,84,91453924.8,63115.19999999553
124,85,19512,180
124,86,8640,360
124,87,186,1.2000000000000028
124,88,13,0.1999999999999993
124,89,0.738,0.016000000000000014
124,90,0.08700000000000001,0.010000000000000002
124,91,0.014,0.002
124,92,0.0045000000000000005,0.00315
125,77,11,3
125,78,10,3
125,79,39.8,0.8999999999999986
125,80,308.4,5.399999999999977
125,81,252.12,0.6600000000000108
125,82,STABLE,
125,83,11613196800000,126230400000
125,84,3913142400,94672800
125,85,29160,1440.0000000000018
125,86,52560,719.9999999999964
125,87,1200,36
125,88,0.0027300000000000002,0.000049999999999999914
125,89,8.2,0.19999999999999973
125,90,1.2,0.19999999999999996
125,91,0.15,0.05
125,92,0.016,0.013499999999999998
126,78,10.3,1.4000000000000004
126,79,32.5,1.3999999999999986
126,80,499.20000000000005,4.200000000000017
126,81,286.2,1.8000000000000114
126,82,STABLE,
126,83,6.3430776e+26,2.5246080000000013e+25
126,84,11955686.4,172.80000000074506
126,85,25970.4,25.19999999999709
126,86,1434,71.99999999999989
126,87,34.82,0.14000000000000057
126,88,2.46,0.029999999999999805
126,89,0.17,0.010000000000000009
126,90,0.026000000000000002,0.00020000000000000052
126,91,0.0036000000000000003,0.0008000000000000001
126,92,0.00051,0.00009000000000000002
127,79,40,15
127,80,174,12.000000000000014
127,81,183.18,0.23999999999999488
127,82,11642.4,25.200000000000728
127,83,433036.8,431.9999999999709
127,84,0.516,0.0030000000000000027
127,85,0.314,0.0020000000000000018
127,86,0.0195,0.00010000000000000113
127,87,0.005,0.0004999999999999996
127,88,0.00166,0.000020000000000000052
127,89,0.00043999999999999996,0.000015999999999999982
127,90,0.000241,0.000005000000000000013
127,91,0.000113,0.000009999999999999992
127,92,0.000042,0.000023499999999999995
128,80,2460,270
128,81,129.72,0.4200000000000159
128,82,700578720,6942672
128,83,128.4,1.20000000000001
128,84,2.9899999999999996e-7,1.9999999999999914e-9
128,85,1.2500000000000002e-7,5.999999999999994e-9
128,86,2.7e-7,2.000000000000002e-8
128,87,8.6e-8,4.9999999999999985e-9
128,88,1.8200000000000002e-7,1.000000000000001e-8
128,89,6.900000000000001e-8,4.000000000000003e-9
128,90,1.17e-7,9.000000000000008e-9
128,91,5.3000000000000005e-8,1.0000000000000004e-8
129,80,36,5.5
129,81,78,1.8000000000000043
129,82,2166,12.000000000000227
129,83,3633,3.6000000000001364
129,84,0.00000372,2.000000000000002e-8
129,85,5.58e-7,1.000000000000001e-8
129,86,0.0000022999999999999996,1.000000000000001e-7
129,87,7.000000000000001e-7,2.000000000000002e-8
129,88,0.0000016,1.9999999999999989e-7
129,89,0.00000108,8.999999999999999e-8
129,90,0.00000105,3.000000000000003e-8
129,91,7.799999999999999e-7,1.6e-7
129,92,6.6e-7,1.3999999999999998e-7
130,81,88,37.5
130,82,38304,36
130,83,2736.6,3.6000000000001364
130,84,0.0001636,3.000000000000073e-7
130,85,0.0001,0.000020000000000000005
130,86,0.000044999999999999996,0.0000049999999999999996
130,87,0.000018999999999999998,0.000003
130,88,0.0000252,3.000000000000005e-7
130,89,0.0000118,0.0000015
130,90,0.000009699999999999999,5.999999999999993e-7
130,91,0.0000059,0.0000017000000000000002
130,92,0.0000047,2.000000000000002e-7
131,82,612,18.000000000000057
131,83,1194,23.999999999999886
131,84,0.001781,0.000003999999999999989
131,85,0.0003,0.00002999999999999997
131,86,0.00054,0.00005000000000000002
131,87,0.001,0.0006000000000000001
131,88,0.01,0.0030000000000000005
131,89,0.0264,0.0001999999999999988
131,90,0.00168,0.00006000000000000005
131,91,0.0029,0.0005
131,92,0.000018,0.0000075
132,81,101,
132,82,1623.6,4.2000000000000455
132,83,456,12.000000000000028
132,84,0.145,0.0020000000000000018
132,85,0.032299999999999995,0.0003999999999999976
132,86,0.035,0.005000000000000001
132,87,0.02,0.0019999999999999983
132,88,0.018000000000000002,0.002
132,89,0.052000000000000005,0.0019999999999999983
132,90,0.0028,0.0002999999999999999
132,91,0.0050999999999999995,0.0005999999999999994
132,92,0.00084,0.00031
132,93,0.0036000000000000003,0.005150000000000001
133,82,147,12
133,83,135,3
133,84,1.53,0.050000000000000044
133,85,1.5,0.30000000000000004
133,86,3.96,0.009999999999999787
133,87,27.4,0.3000000000000007
133,88,28,2
133,89,5,0.5
133,90,0.6,0.020000000000000018
133,91,0.846,0.020000000000000018
133,92,0.095,0.015
133,93,0.035,0.009999999999999998
134,83,98.5,0.7999999999999972
134,84,185.88,0.7199999999999989
134,85,56,3
134,86,55.6,0.10000000000000142
134,87,286.1,1
134,88,38,0.5
134,89,126,2.999999999999993
134,90,1.04,0.020000000000000018
134,91,1.7,0.19999999999999996
134,92,0.268,0.009000000000000008
134,93,0.51,0.060000000000000026
134,94,1.1,1.25
135,83,33,1
135,84,620,
135,85,222.6,2.4000000000000057
135,86,1500,120
135,87,852,18.000000000000057
135,88,987552,4320.000000000058
135,89,10008,611.9999999999991
135,90,525,2.3999999999999773
135,91,108,12
135,92,66,6.000000000000007
135,93,61.4,1.3999999999999986
135,94,67,30
135,95,17,
136,83,22,7
136,85,138,12.000000000000014
136,86,330350.4,25.920000000012806
136,87,1320,4.2000000000000455
136,88,313796.16,198.72000000000116
136,89,857088,259.20000000001164
136,90,1834.2,6.000000000000114
136,91,2298,17.999999999999773
136,92,546,11.999999999999943
136,93,240,12
136,94,102,10
137,84,112,43
137,85,54,10
137,86,1458,23.999999999999886
137,87,199.8,6
137,88,1287360,17280
137,89,105732,432
137,90,1615420.7999999998,604.800000000163
137,91,79200,3600
137,92,3480,180
137,93,276,17.99999999999997
137,94,516,30
137,95,79,2
137,96,23,9.5
137,97,140,95
138,84,550,430
138,85,50,7
138,86,6420,180
138,87,237,8.399999999999991
138,88,50492160000,220903200
138,89,687072067.1999999,94672.80000001192
138,90,60353910,28401.839999996126
138,91,129600,4320
138,92,20.8,
138,93,2928,12.000000000000227
138,94,2027.9999999999998,42.00000000000023
138,95,192,47.999999999999986
138,96,51,12
139,85,78,198
139,86,279.6,2.4000000000000057
139,87,49,1
139,88,2532,30
139,89,22140,71.99999999999818
139,90,250314883200,883612800
139,91,1503359.9999999998,43200
139,92,362880,8639.99999999997
139,93,882,18.000000000000057
139,94,1254,23.999999999999886
139,95,139.2,4.800000000000011
139,98,0.8,0.19999999999999996
140,86,444,5.999999999999972
140,87,148.20000000000002,1.799999999999983
140,88,181456200,946728
140,89,3762,30
140,90,2379443040000,9467280000
140,91,1033826976000,3471336000
140,92,2174318640,12623040.000000238
140,93,2172,6.000000000000227
140,94,31680.000000000004,359.9999999999982
140,95,618,35.99999999999994
140,97,60,
140,98,0.0211,0.0013000000000000008
141,86,20.2,0.3999999999999986
141,87,38,1
141,88,240,12
141,89,122,3
141,90,91872,36
141,91,114048,1728
141,92,5023969920000,6311520000
141,93,380160.00000000006,8639.99999999997
141,94,1518,30
141,95,216,12.000000000000014
141,97,144,5
141,98,39,24.5
141,100,0.00073,0.00006000000000000005
142,86,65,2
142,87,50.2,2
142,88,5580,120
142,89,450,6
142,90,441806400000000000,3155760000000000
142,91,2330640,1123.2000000001863
142,92,7747390800000,18934560000
142,93,34223040,103680
142,94,90191620.8,252460.80000000447
142,95,4416,47.999999999999545
142,96,7920.000000000001,1439.9999999999995
142,98,64,9
142,99,8,5.5
143,86,12,1.25
143,87,19.1,0.5
143,88,104,1
143,89,119,5
143,90,1309.8,2.3999999999999773
143,91,24120,180
143,92,22216550400000000,31557600000000
143,93,4828312800000,157788000000
143,94,3943296,3456
143,95,5880,120
143,96,9720,2879.9999999999995
143,97,288,48
143,98,226.79999999999998,41.999999999999986
143,99,17.8,1.6000000000000014
143,100,0.231,0.009000000000000008
144,87,17.6,0.6000000000000014
144,88,252,47.999999999999986
144,89,145,10
144,90,2082240.0000000002,2592.0000000001164
144,91,1464,11.999999999999886
144,92,739078992000000,1262304000000
144,93,67659494400000,220903200000
144,94,2767601520,3155759.9999997616
144,95,42840,360
144,96,2332800,86400
144,97,276,24.00000000000003
144,98,209.4,7.200000000000003
144,99,21,2
144,100,0.0031200000000000004,0.00007999999999999999
144,101,0.0009000000000000001,0.00024999999999999995
145,87,5.5,0.5999999999999996
145,88,30,5
145,89,44,7
145,90,426,12.000000000000028
145,91,546,6
145,92,583200,864
145,93,182908.8,172.7999999999738
145,94,760853736000,946728000
145,95,182880,1079.9999999999854
145,96,2833919.9999999995,17280.000000000233
145,97,420,78.00000000000003
145,98,642,30
145,99,37,4
145,100,4.2,1.2999999999999998
145,101,0.9,0.20000000000000007
146,87,0.9,0.09999999999999998
146,88,30,10
146,89,62,4
146,90,2238,90
146,91,522,11.999999999999943
146,92,140999356800000000,189345600000000
146,93,203558.4,259.20000000001164
146,94,207049413600,220903200
146,95,13651817760,18934560.000000954
146,96,14065920.000000002,17279.99999999907
146,97,16200,720
146,98,1164,36.000000000000114
146,99,66,6.000000000000007
146,100,1.54,0.040000000000000036
146,101,1.2,0.10000000000000009
147,89,72,189.00000000000003
147,90,282,36.00000000000004
147,91,136.79999999999998,6
147,92,1407,1.1999999999999318
147,93,3714,12.000000000000227
147,94,452188850.40000004,915170.400000006
147,95,57672,72
147,96,918326160,3155760.0000000596
147,97,15659.999999999998,540.0000000000009
147,98,2700,90
147,99,450,30
147,100,31,1
147,101,13,9.5
148,90,564,120
148,91,6480,1800
148,92,50760,360
148,93,834,11.999999999999943
148,94,375000,
148,95,232390166400,694267200
148,96,571192560,3155760.0000000596
148,97,427680,2592.000000000029
148,98,128520.00000000001,1800
148,99,273,15.599999999999994
148,100,34.5,0.20000000000000284
148,101,21.7,2
148,102,0.0000042,0.00000105
149,93,132,12.000000000000014
149,94,17841.600000000002,10.800000000001091
149,95,36360,360
149,96,265809664800,2335262400
149,97,155520,1728
149,98,11196,107.99999999999909
149,99,1440,180
149,100,156,42.000000000000014
149,101,25,7.5
149,102,0.8,0.010000000000000009
149,103,0.36,0.09
149,104,0.000048,0.0000135
150,92,1008,30
150,93,111,8.999999999999993
150,94,2524608000000000,28401840000000
150,95,7379.999999999999,35.99999999999909
150,96,148510065600,1262304000
150,97,43549488000,7889400000
150,98,28814400,241920
150,99,6132,35.999999999999545
150,100,1800,180
150,101,256.2,15.59999999999998
150,102,2.44,0.040000000000000036
150,103,0.57,0.06499999999999995
150,104,0.000023,0.000003
150,105,1.6,0.5
151,93,137.4,9.600000000000001
151,94,37800,360
151,95,2340,180
151,96,492298560000000,15778800000000
151,98,11076717600,63115200
151,99,30960,359.9999999999982
151,100,19080,288
151,101,138,47.99999999999999
151,102,97.2,8.999999999999993
151,103,18.4,1.8000000000000007
151,104,1.68,0.09000000000000008
151,105,1.6,0.4
152,94,936576,1728
152,95,1380,78
152,96,10982044800000,189345600000
152,97,28512000,345600
152,98,412773408,2840184
152,99,118800,3600
152,100,91404,144
152,101,360,450
152,102,51,10
152,103,31.1,1.299999999999999
152,104,0.00667,0.00009999999999999983
152,105,2.3,0.20000000000000018
152,106,0.0029,0.0010000000000000005
153,94,196128,19872
153,95,600,
153,96,3849.0000000000005,1.7999999999999545
153,97,11563.2,18
153,98,28338724800,1388534400
153,99,40754880,164160
153,100,259200,10368
153,101,1680,480
153,102,211.2,12.600000000000009
153,103,27,3
153,104,4.4,0.5499999999999998
153,105,4.2,0.3500000000000001
153,106,0.29,
153,107,0.035,0.013999999999999999
154,96,261928080000,
154,97,3336,66
154,98,83469852,252460.79999999702
154,99,1768608,2592.0000000001164
154,100,11664,7.199999999999818
154,101,1620,120
154,102,2.91,0.04999999999999982
154,103,4,
154,104,0.0147,0.0006499999999999987
154,105,0.51,0.16000000000000003
154,106,0.00495,0.00033
154,107,0.011800000000000001,0.003150000000000001
155,96,1008,11.999999999999943
155,98,1538784,6911.999999999884
155,99,23820480,43200
155,100,72252,252
155,101,4620,120
155,102,24.5,0.5
155,103,4.1,0.2999999999999998
155,104,2.4,0.3999999999999999
155,105,1.52,0.1299999999999999
155,106,0.178,0.013999999999999999
155,107,0.022,0.004
155,108,0.00074,0.00034499999999999993
156,98,5227200,17280
156,99,3438719.9999999995,103680.00000000023
156,100,9456,78.00000000000091
156,101,19872,179.99999999999818
156,102,0.0012,0.00019999999999999998
156,103,6.2,0.2999999999999998
156,104,0.021,0.0009999999999999992
156,105,1.8,0.40000000000000013
156,106,0.006900000000000001,0.0028000000000000004
156,108,0.0008,
157,98,5100,1080
157,99,1524,143.9999999999999
157,100,8683200,17280
157,101,4449600,25920
157,102,3480,300
157,103,180,30
157,104,68,3
157,105,35,5
157,106,1,0.19999999999999996
157,107,0.44,0.38
157,108,0.0019,0.0002000000000000002
157,109,0.0017,0.0017000000000000001
157,110,0.0000028,0.000006700000000000001
158,98,738,71.99999999999994
158,99,665280,17280
158,100,0.00037,0.00004299999999999999
158,101,5760,2160.0000000000005
158,102,0.106,0.008
158,103,2340,720
158,104,2.3,0.3999999999999999
158,105,27,8.5
158,106,0.037,0.019
158,107,0.9,0.5
158,108,0.0023,0.0009500000000000001
159,100,1.5,0.30000000000000004
159,101,2747520,43199.99999999977
159,103,14400,
159,104,600,120
159,106,14.4,3.1000000000000005
159,107,1.7,4.5
159,108,0.052000000000000005,0.010500000000000002
159,109,0.021,0.006500000000000001
159,110,0.000179,0.00012550000000000001
160,100,0.004,
160,102,0.005,
160,106,21,16
160,107,17,10
160,108,0.4,1
160,110,0.0001,0.00009000000000000002
161,104,60,45
161,108,9.7,4.800000000000001
161,109,0.005,0.00135
161,110,0.00163,0.00022999999999999995
161,111,0.0038,0.0011000000000000003
162,105,73,
162,108,22,
163,103,39600,46800
163,105,115200,32400
163,106,186,144.00000000000003
163,107,60,160
163,110,0.00017,0.000115
163,111,0.0064,0.01545
165,105,3600,4140.000000000001
165,106,144,158.99999999999997
165,107,10,8
165,108,0.76,0.475
165,109,0.44,0.49
165,113,0.00024,0.00119
166,109,0.0097,0.023200000000000005
167,107,54,138.00000000000003
167,108,0.15,0.16500000000000004
167,109,0.72,0.5599999999999999
167,110,0.0040999999999999995,0.0024999999999999996
167,111,0.004200000000000001,0.0046500000000000005
168,109,5,5.5
168,111,0.17,0.44500000000000006
169,108,0.003,0.008
169,109,8,20.5
169,110,0.18,0.039999999999999994
169,111,3.6,2.8000000000000003
169,112,0.13,0.08
169,113,0.07,0.08
170,111,17,4.5
170,112,0.0005,0.00017000000000000007
170,113,0.1,0.247
170,114,0.0025,0.0013
171,110,13,4
171,111,0.5,1.35
171,112,4,1
171,113,0.48,0.37500000000000006
171,114,0.15,0.09500000000000003
172,112,0.101,0.03150000000000001
172,113,5.5,3.4
172,114,0.16,0.05
172,115,32,
173,112,30,20
173,113,20,51.5
173,114,0.51,0.13999999999999996
173,115,87,
174,114,0.52,0.175
174,115,0.22,0.16999999999999998
174,116,0.015,0.016
175,114,0.97,0.645
175,115,0.016,0.041499999999999995
175,116,0.0063,0.005900000000000002
176,116,0.018000000000000002,0.011000000000000001
176,117,0.014,0.007500000000000001
177,116,0.053,0.0405
177,117,0.08,0.20500000000000002
